hours,id,name,price,rating,review_count,special_hours,state,cuisine
,-7s50sIf1d1MizIOIMqcDQ,Conservatory Cafe,$$,3.0,4,,MD,Cafes
,-7s50sIf1d1MizIOIMqcDQ,Conservatory Cafe,$$,3.0,4,,MD,American (Traditional)
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-9nDx65FYy2phwsLXoJ3Ew,Just Jerk,$$,4.0,243,,MD,Caribbean
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-9nDx65FYy2phwsLXoJ3Ew,Just Jerk,$$,4.0,243,,MD,Barbeque
"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '1300', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1300', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1300', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1300', 'day': 3}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-9uJyS9cSn2Chfy6uB0ijg,GC Cafeteria,,5.0,1,,MD,Vegetarian
"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '1300', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1300', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1300', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1300', 'day': 3}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-9uJyS9cSn2Chfy6uB0ijg,GC Cafeteria,,5.0,1,,MD,Salad
"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '1300', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1300', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1300', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1300', 'day': 3}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-9uJyS9cSn2Chfy6uB0ijg,GC Cafeteria,,5.0,1,,MD,Sandwiches
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0600', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0600', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",-EbZgoRwfoHtYkGN2VVbVw,Amo Los Tacos,$$,2.5,34,,MD,Latin American
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0600', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0600', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",-EbZgoRwfoHtYkGN2VVbVw,Amo Los Tacos,$$,2.5,34,,MD,Mexican
,-H6teObwVOoXoWifdZf12g,Sarku Japan Sushi Bar,$,2.5,23,,MD,Japanese
"[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1000', 'end': '0100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",-HFG7EOMJ_no-rKdYxbojg,Clyde's of Chevy Chase,$$,3.0,421,,MD,American (Traditional)
"[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1000', 'end': '0100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",-HFG7EOMJ_no-rKdYxbojg,Clyde's of Chevy Chase,$$,3.0,421,,MD,Bars
"[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1000', 'end': '0100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",-HFG7EOMJ_no-rKdYxbojg,Clyde's of Chevy Chase,$$,3.0,421,,MD,Breakfast & Brunch
"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-JfyYYYMzprFsBGmM2FUjg,Pines of Rome,$$,3.5,185,,MD,Italian
"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-JfyYYYMzprFsBGmM2FUjg,Pines of Rome,$$,3.5,185,,MD,Pizza
"[{'open': [{'is_overnight': True, 'start': '0600', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '0600', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '0600', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '0600', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '0600', 'end': '0300', 'day': 4}, {'is_overnight': True, 'start': '0600', 'end': '0300', 'day': 5}, {'is_overnight': True, 'start': '0600', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",-NVpjIM1b0_4PbdX1d4wXw,Balagger Ethiopian Restaurant and Bar,$$,3.0,26,,MD,Cafes
"[{'open': [{'is_overnight': True, 'start': '0600', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '0600', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '0600', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '0600', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '0600', 'end': '0300', 'day': 4}, {'is_overnight': True, 'start': '0600', 'end': '0300', 'day': 5}, {'is_overnight': True, 'start': '0600', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",-NVpjIM1b0_4PbdX1d4wXw,Balagger Ethiopian Restaurant and Bar,$$,3.0,26,,MD,Ethiopian
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-NcMLmD31n3h5BbqXPN7bA,Cheesesteak Mikes,$,3.5,72,,MD,Pizza
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-NcMLmD31n3h5BbqXPN7bA,Cheesesteak Mikes,$,3.5,72,,MD,Sports Bars
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-NcMLmD31n3h5BbqXPN7bA,Cheesesteak Mikes,$,3.5,72,,MD,Burgers
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-WAvaGWtnz6yNKqpwGjOgg,Crisp & Juicy,$,3.5,33,,MD,Latin American
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-WAvaGWtnz6yNKqpwGjOgg,Crisp & Juicy,$,3.5,33,,MD,Peruvian
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-WAvaGWtnz6yNKqpwGjOgg,Crisp & Juicy,$,3.5,33,,MD,Sandwiches
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-X-lSUGsIKZkEncTN6-uWQ,The Tender Rib,$$,4.0,55,,MD,Soul Food
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-X-lSUGsIKZkEncTN6-uWQ,The Tender Rib,$$,4.0,55,,MD,Barbeque
"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-aAZiz_4TrT-IuIuHJL4ZQ,Hibachi-San,,3.0,3,,MD,Japanese
"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-aAZiz_4TrT-IuIuHJL4ZQ,Hibachi-San,,3.0,3,,MD,Fast Food
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-b8N_HrKbq2g7OVphh62Nw,Mission BBQ,$$,4.0,228,,MD,Barbeque
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-b8N_HrKbq2g7OVphh62Nw,Mission BBQ,$$,4.0,228,,MD,Sandwiches
,-cbyKl6kxeiTYPYrUHv8Cg,Pollo Sabroso,,4.0,1,,MD,Mexican
"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-kvZ402OkPZfTM6wt_s4BQ,Popeyes Louisiana Kitchen,$,2.5,17,,MD,Fast Food
"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-kvZ402OkPZfTM6wt_s4BQ,Popeyes Louisiana Kitchen,$,2.5,17,,MD,Chicken Wings
"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-lClszc0AZcGOlcVAiwwfw,Cafe X-press,$,4.5,27,,MD,Cafes
"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-lClszc0AZcGOlcVAiwwfw,Cafe X-press,$,4.5,27,,MD,Delis
"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-lClszc0AZcGOlcVAiwwfw,Cafe X-press,$,4.5,27,,MD,Coffee & Tea
"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-lnUAEGykzxdll2hVrEspA,Ninety Bar & Bistro,,3.0,2,,MD,American (Traditional)
"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-o1FxHkyniA5Gmza5IEyNg,Burger King,$,3.0,10,,MD,Burgers
"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-o1FxHkyniA5Gmza5IEyNg,Burger King,$,3.0,10,,MD,Fast Food
,-otvcd4Jjc9ZZWC8J61vZg,Eddie Leonard's Carry Out,$$,2.5,4,,MD,Chinese
"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '1530', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '1530', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-rDr-IggfcIXDUIf3V_8dg,Northwest Chinese Food,$$,4.0,140,,MD,Chinese
"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-u0xH5hDORl-tm4WHKZ6LA,The Wine Harvest,$$,4.0,51,,MD,Soup
